id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1213284540656996352,1213284540656996352,1578104550000,2020-01-04,12:22:30,AEST,4329292820,sheelf_1,SheElf,,Seem the #greens have no bounds to their delirium. It is at the point where they have become a real danger to normal Australians. When the fires subside.. blame must be placed where the blame lies #greensfire #ArsonEmergency  https://twitter.com/bushplato/status/1213279419151736832 …,[],['https://twitter.com/bushplato/status/1213279419151736832'],[],2,10,26,"['#greens', '#greensfire', '#arsonemergency']",[],https://twitter.com/SheElf_1/status/1213284540656996352,False,https://twitter.com/bushplato/status/1213279419151736832,0,,,,,,,"[{'user_id': '4329292820', 'username': 'SheElf_1'}]",,,,
1213283591624331264,1213232553873686528,1578104324000,2020-01-04,12:18:44,AEST,1194460935575887873,fair_dinkum68,💧shortbacknsides,,Corrupt MSM hiding all #ArsonEmergency,"['hliedown', 'turdface70']",[],[],0,1,2,['#arsonemergency'],[],https://twitter.com/fair_dinkum68/status/1213283591624331264,False,,0,,,,,,,"[{'user_id': '1194460935575887873', 'username': 'fair_dinkum68'}, {'user_id': '1021517749627977728', 'username': 'HLiedown'}, {'user_id': '1060484884458655744', 'username': 'Turdface70'}]",,,,
1213280913326395392,1213280913326395392,1578103686000,2020-01-04,12:08:06,AEST,1926567488,kathyjandm1,Kathy J ✝️❤️,,"Article written by USMarine in 2005...
 https://wildfiretoday.com/documents/Pyroterrorism_Robert_Baird_2005.pdf …
@ScottMorrisonMP @realDonaldTrump @IsraeliPM @JoshFrydenberg @RealMarkLatham @mpsmithnews @mirandadevine @GladysB @theboltreport 
Arson is terrorism. 💔😰
#ArsonEmergency","['scottmorrisonmp', 'realdonaldtrump', 'israelipm', 'joshfrydenberg', 'realmarklatham', 'mpsmithnews', 'mirandadevine', 'gladysb', 'theboltreport']",['https://wildfiretoday.com/documents/Pyroterrorism_Robert_Baird_2005.pdf'],[],0,0,0,['#arsonemergency'],[],https://twitter.com/KathyJandM1/status/1213280913326395392,False,,0,,,,,,,"[{'user_id': '1926567488', 'username': 'KathyJandM1'}, {'user_id': '34116377', 'username': 'ScottMorrisonMP'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}, {'user_id': '141084952', 'username': 'IsraeliPM'}, {'user_id': '63942152', 'username': 'JoshFrydenberg'}, {'user_id': '2904009019', 'username': 'RealMarkLatham'}, {'user_id': '776994955', 'username': 'mpsmithnews'}, {'user_id': '32201297', 'username': 'mirandadevine'}, {'user_id': '704882735815401472', 'username': 'GladysB'}, {'user_id': '1345518332', 'username': 'theboltreport'}]",,,,
1213279133309923330,1213252426070814720,1578103261000,2020-01-04,12:01:01,AEST,1194004197282205696,charlie14507973,Dragon Tales (Redux),,Donate a few of these 💧💧💧💧💧💧💧💧#arsonemergency when you point the finger there are 3 fingers pointing back - shit stirrer!,['mikecarlton01'],[],[],0,0,0,['#arsonemergency'],[],https://twitter.com/Charlie14507973/status/1213279133309923330,False,,0,,,,,,,"[{'user_id': '1194004197282205696', 'username': 'Charlie14507973'}, {'user_id': '160856325', 'username': 'MikeCarlton01'}]",,,,
1213278102303989760,1213278102303989760,1578103015000,2020-01-04,11:56:55,AEST,1095447770104766464,gougle_lads,FeelsLikeKevin☘️🇪🇺🇮🇪💚,,"Test yourself:
You're a legitimate climate activist if you can't say what the global average temperature would be if it was 1.5°C above the pre industrial period.

#ClimateStrike
#ClimateEmergency
#ArsonEmergency
#UN
#sham
#GlobalWarming",[],[],[],0,1,1,"['#climatestrike', '#climateemergency', '#arsonemergency', '#un', '#sham', '#globalwarming']",[],https://twitter.com/gougle_lads/status/1213278102303989760,False,,0,,,,,,,"[{'user_id': '1095447770104766464', 'username': 'gougle_lads'}]",,,,
1213277349057196034,1213002008971448320,1578102836000,2020-01-04,11:53:56,AEST,556396658,dickbranson,🇭🇲Richard Branson,,"I just read the news mate.

#ArsonEmergency 

Have a browse here. Numerous articles.",['stumatt'],[],[],0,0,0,['#arsonemergency'],[],https://twitter.com/DickBranson/status/1213277349057196034,False,,0,,,,,,,"[{'user_id': '556396658', 'username': 'DickBranson'}, {'user_id': '20747942', 'username': 'stumatt'}]",,,,
1213276900191113216,1213269612420194305,1578102729000,2020-01-04,11:52:09,AEST,1926567488,kathyjandm1,Kathy J ✝️❤️,,"Heartbreaking that over 87% of these horrific fires have been deliberately or accidentally lit by people. 😰💔
#ArsonEmergency","['people4bernie', 'berniesanders']",[],[],1,0,0,['#arsonemergency'],[],https://twitter.com/KathyJandM1/status/1213276900191113216,False,,0,,,,,,,"[{'user_id': '1926567488', 'username': 'KathyJandM1'}, {'user_id': '3141672447', 'username': 'People4Bernie'}, {'user_id': '216776631', 'username': 'BernieSanders'}]",,,,
1213273716701847552,1213273716701847552,1578101970000,2020-01-04,11:39:30,AEST,505750698,auselection2016,💧🔥 Rob James,,That’s why no media are talking about #ArsonEmergency #imwithscomo https://twitter.com/NewcastleGardia/status/1213273368352313344 …,[],['https://twitter.com/NewcastleGardia/status/1213273368352313344'],[],0,0,0,"['#arsonemergency', '#imwithscomo']",[],https://twitter.com/auselection2016/status/1213273716701847552,False,https://twitter.com/NewcastleGardia/status/1213273368352313344,0,,,,,,,"[{'user_id': '505750698', 'username': 'auselection2016'}]",,,,
1213273475030274049,1213273475030274049,1578101912000,2020-01-04,11:38:32,AEST,888581320225378304,dr_camouflage_,Dr Camouflage Man (Its cold out there),,"And here we go. 

Climate change hacktivists will be next on the list to claim their actions are inline with religious beliefs and should be protected as such. 

#NSWfires
#ArsonEmergency
 https://twitter.com/ajplus/status/1212807910364975106?s=19 …",[],['https://twitter.com/ajplus/status/1212807910364975106?s=19'],[],0,0,0,"['#nswfires', '#arsonemergency']",[],https://twitter.com/Dr_Camouflage_/status/1213273475030274049,False,https://twitter.com/ajplus/status/1212807910364975106,0,,,,,,,"[{'user_id': '888581320225378304', 'username': 'Dr_Camouflage_'}]",,,,
1213273447884656640,1213273447884656640,1578101906000,2020-01-04,11:38:26,AEST,1562828845,greatbigrepub,Carlos F Salgado,,@weatherchannel #ArsonEmergency  https://twitter.com/7NewsSydney/status/1213002373766901760 …,['weatherchannel'],['https://twitter.com/7NewsSydney/status/1213002373766901760'],[],0,0,0,['#arsonemergency'],[],https://twitter.com/GreatBigRepub/status/1213273447884656640,False,https://twitter.com/7NewsSydney/status/1213002373766901760,0,,,,,,,"[{'user_id': '1562828845', 'username': 'GreatBigRepub'}, {'user_id': '20998647', 'username': 'weatherchannel'}]",,,,
1213273243605336064,1213273243605336064,1578101857000,2020-01-04,11:37:37,AEST,1562828845,greatbigrepub,Carlos F Salgado,,@weatherchannel #ArsonEmergency  https://twitter.com/ACTPolicing/status/1213237618709860354 …,['weatherchannel'],['https://twitter.com/ACTPolicing/status/1213237618709860354'],[],0,0,0,['#arsonemergency'],[],https://twitter.com/GreatBigRepub/status/1213273243605336064,False,https://twitter.com/ACTPolicing/status/1213237618709860354,0,,,,,,,"[{'user_id': '1562828845', 'username': 'GreatBigRepub'}, {'user_id': '20998647', 'username': 'weatherchannel'}]",,,,
1213273226165415937,1213273226165415937,1578101853000,2020-01-04,11:37:33,AEST,4329292820,sheelf_1,SheElf,,Bette Midler and Co know well that the #ClimateChange Agenda is fake and that OZ is facing an orchestrated #ArsonEmergency. What's not so fake are those horns 👇  https://twitter.com/BetteMidler/status/1212897346423599105 … pic.twitter.com/KRJkOeeFTf,[],['https://twitter.com/BetteMidler/status/1212897346423599105'],['https://pbs.twimg.com/media/ENZpj75U8AEI4cI.jpg'],2,0,3,"['#climatechange', '#arsonemergency']",[],https://twitter.com/SheElf_1/status/1213273226165415937,False,,0,,,,,,,"[{'user_id': '4329292820', 'username': 'SheElf_1'}]",,,,
1213273027980345344,1213273027980345344,1578101806000,2020-01-04,11:36:46,AEST,1562828845,greatbigrepub,Carlos F Salgado,,@weatherchannel #ArsonEmergency  https://twitter.com/SkyNewsAust/status/1210812661950111745 …,['weatherchannel'],['https://twitter.com/SkyNewsAust/status/1210812661950111745'],[],0,0,0,['#arsonemergency'],[],https://twitter.com/GreatBigRepub/status/1213273027980345344,False,https://twitter.com/SkyNewsAust/status/1210812661950111745,0,,,,,,,"[{'user_id': '1562828845', 'username': 'GreatBigRepub'}, {'user_id': '20998647', 'username': 'weatherchannel'}]",,,,
1213272289166254080,1213272289166254080,1578101629000,2020-01-04,11:33:49,AEST,939669472683495424,ausantileft,OzGayPatriot 🇦🇺,,"#auspol

1998 & 2017 were warmer than 2019.

We are right, lack of fuel reduction burns and the #ArsonEmergency are to blame for bushfires.  pic.twitter.com/H4xB2cIVzj",[],[],['https://pbs.twimg.com/media/ENZotwgVUAE5LdI.png'],2,49,82,"['#auspol', '#arsonemergency']",[],https://twitter.com/AusAntiLeft/status/1213272289166254080,False,,0,,,,,,,"[{'user_id': '939669472683495424', 'username': 'AusAntiLeft'}]",,,,
